postalCode,Household Income,Population,Median Age,Per Capita Income,Poverty Count,Unemployment Count
44883,48010,28183,39,25509,3629,638
45631,44019,14630,44.8,26842,3033,246
44320,32677,19419,44.8,22451,5133,993
43701,41898,55595,40.9,24392,10289,2088
43302,42813,54023,40.4,21873,8809,1716
43222,24967,4529,34.3,12165,2154,174
44654,62500,21043,30.8,23075,1749,311
43612,42761,29686,33.6,20900,6009,1424
43609,28721,21936,30.8,15428,6945,1502
44805,51875,32833,38.3,26155,3447,540
43608,26469,14570,32.6,14313,5128,1206
45013,59291,53933,40.1,29115,5026,1219
45404,33500,10809,32.6,15381,2967,725
43219,36813,30526,30.4,19975,9967,1173
43130,51609,61259,40.7,25779,8856,1411
43302,42813,54023,40.4,21873,8809,1716
43558,65555,12662,46.1,33060,891,344
43160,45550,21854,40.4,24951,3604,594
44720,66683,38080,44.5,36788,2956,727
43055,46030,61904,39.1,25232,10663,1952
44708,52607,25541,43.6,32271,3310,930
45885,57005,12741,42.9,27915,1213,189
46241,38102,31273,31.6,17879,8361,1246
46219,39772,37006,39.5,24112,7098,1676
46227,40625,56614,34.2,23141,10869,1420
70767,57280,15708,38.3,28385,2265,483
70767,57280,15708,38.3,28385,2265,483
70454,55872,29440,34.7,28778,4492,650
70122,36939,37298,37.5,24910,8079,1561
70119,36785,38255,36.1,26552,8261,1515
71203,40950,39100,32.5,22377,8725,1455
70003,58624,41084,41.5,30561,3896,966
70005,62982,25200,45.3,48902,1856,537
71449,38350,9024,43.8,25041,1785,383
70448,85028,25702,40.4,41905,1557,527
70601,32068,32201,35.7,22313,8950,1244
70605,70160,36307,36.8,37922,2949,654
70503,71882,30957,35.3,40106,3018,995
70615,38091,14230,34.3,21336,4187,559
70065,59243,51377,38.3,31188,7703,1227
70360,66398,29215,37.4,33008,4346,789
71037,49924,18200,39.7,28989,2384,521
70737,73011,43652,35.4,34132,4380,1170
71241,44303,9996,41.8,22422,1744,283
32311,73731,21038,35.8,36283,1014,581
94619,85855,24308,40.1,45967,2183,585
33060,43924,37168,39.3,23660,9340,998
33137,60259,23965,36.5,37883,4014,906
33704,78090,16503,47.3,55311,1217,404
89147,54722,53140,39.6,28165,6503,2036
93401,65846,28423,35,41526,4869,514
41056,37484,13947,40.8,24786,2680,350
38109,30103,44922,42,17423,11924,2853
13495,55643,2197,33.7,23098,281,41
17970,39659,3139,45.6,22084,448,193
11217,107362,41407,35,67630,5961,1454
40219,46931,39537,36.3,24033,6508,1020
34652,37171,23409,50.6,27027,3807,563
29072,81286,60081,37.9,37803,4223,1007
38116,40353,39758,34.8,20586,11348,2324
95628,81235,41121,45.4,44477,3866,999
79605,46859,29639,33.4,25703,4681,554
48917,59393,32264,40.7,35347,3258,1018
75237,27296,20773,27.2,14686,6955,973
20151,124258,23053,37.7,46391,1722,778
23231,57066,36657,39.2,28548,5750,1373
86403,43932,18119,48.7,26218,2791,672
76549,54408,51767,27.3,22500,5313,2015
96766,78876,18272,41.3,29113,832,286
46227,40625,56614,34.2,23141,10869,1420
46304,77655,24906,39.8,36927,1803,598
98371,72626,21305,42.5,37248,1565,524
63383,49287,16394,39.9,24755,2143,449
91773,84355,34496,41.2,36302,2895,531
8059,69040,5612,37.9,31025,493,262
80534,92284,16527,35.8,39648,463,394
24112,35997,29522,47.3,22851,5971,995
74820,49095,31480,34.5,25049,4731,739
95747,103895,65335,39.8,43231,4637,1691
98002,54309,34508,36.4,25319,5767,1070
49525,68695,29439,38.8,38090,2640,598
48603,53274,26715,42.5,35063,2429,503
30101,88809,58041,38.2,36860,4016,1685
11590,102789,46560,39.4,39166,3780,1151
32819,68964,27442,40.6,41686,2517,702
31093,43609,28140,37,21953,6484,1262
47532,69875,4499,47.4,29476,252,69
32304,23438,47787,21.8,11659,22189,4028
64055,50852,33633,46.2,33404,2937,685
22193,96661,82573,34.8,33947,7383,2495
99163,33079,34632,22.2,19812,9600,1992
53038,81058,4242,37.9,34371,201,48
49319,65102,16886,38,27573,1390,527
30809,102132,45542,38,38093,2360,947
46220,68725,36731,36.2,47032,2524,725
21228,84257,48133,43.7,40452,2825,1251
76033,54961,26310,37,27453,3051,654
27205,47008,34517,41.7,23895,5316,905
71303,52878,21809,37.1,31692,2639,647
46933,42822,6164,38.8,20322,1012,151
46714,50000,14852,38.2,25852,1730,164
33015,50426,66272,38,22320,10869,1811
33161,36618,55663,34.7,16979,13783,2690
33137,60259,23965,36.5,37883,4014,906
33155,63653,47450,42.7,31661,5852,871
33178,80554,51459,35.6,29618,6288,1001
46203,37598,39227,34,20268,10254,1495
46227,40625,56614,34.2,23141,10869,1420
30324,70657,26818,33.5,56434,3457,502
49401,44260,24290,21.2,17966,6614,883
49015,53208,26950,38.7,30008,3836,826
48188,98562,41537,39.6,42252,2258,949
33135,27172,39789,43.2,17228,10454,1524
33020,41641,44578,39.9,24889,8459,2311
32601,25481,18579,25,19893,7484,716
34744,48991,55210,35.9,21198,6515,1616
34743,43915,44335,35.2,16868,7606,2044
33169,43331,41525,34.2,18146,7813,1738
33160,52170,41113,49,48272,5083,914
33304,54749,18771,39.7,49265,3608,429
75494,40474,9489,42.6,22870,1567,293
77503,50445,25738,30,18912,3803,1199
75462,59016,11611,42.4,31120,1309,375
79549,55819,16024,35.8,24049,2050,283
75407,60763,16582,33.8,26974,1652,316
76087,95876,27089,43.2,40024,1521,459
79605,46859,29639,33.4,25703,4681,554
6786,77528,9391,42.7,38935,489,225
6357,79821,11641,49.9,42076,699,204
6040,63891,34602,36.2,34753,3930,1552
6514,70754,27175,35.9,34570,2517,843
6120,26456,14534,27.6,11846,5622,1052
6032,97031,17624,45.8,59432,1273,402
6033,112004,29026,45.8,58082,1247,842
60164,60191,21600,36.3,22198,2712,768
60546,79266,15685,42.3,45696,1094,606
60714,60708,29743,47.7,29840,2799,801
63005,158832,17887,43.4,78311,562,126
65672,42246,9437,38.4,23086,1445,318
65708,46845,13789,35.3,22190,2943,226
65616,44721,27432,40.5,23220,4147,703
65401,41905,33221,31.7,24208,7704,872
12561,66148,18731,31.5,32159,2621,579
10549,109450,16465,43.7,61165,1053,387
10956,133297,31619,45.5,54861,1142,922
11566,149367,33401,43.1,58168,861,736
11561,96163,37662,45.5,55450,2342,1032
13090,74396,29758,38.3,36362,2566,689
12754,45630,6608,42.5,27381,1075,329
11753,168627,12596,44.8,76084,508,269
14850,53239,64484,27.2,31329,13930,1474
85750,76467,24535,52.7,54593,1371,595
85301,31410,68300,29.8,14876,23072,2469
85086,99982,42272,43.2,44153,1571,839
85631,43217,3771,45.8,17539,933,252
85295,94652,45763,32.1,35141,2096,1030
85382,69833,39556,43,33297,2632,921
85308,76116,66057,40.7,35639,5449,1871
29223,50665,50870,36.2,29972,8253,1663
29803,63809,38920,48.7,36361,2971,836
29615,60185,37681,38.9,41325,3167,762
32765,77074,65151,34.4,32782,6907,1787
34480,53160,19029,41.9,28349,2727,862
67216,40502,23223,34.2,20272,5355,900
67880,55436,7682,32.7,25796,666,203
67124,53153,7993,39.1,27367,952,130
66062,94223,80489,35.1,39651,3770,1312
66757,50688,3201,43,27645,249,85
32303,48338,50436,29.8,27628,9819,2092
32327,64221,28319,40.5,24266,2887,693
32177,34645,26377,41.8,20047,6743,1071
32301,42165,30712,27.9,24343,7474,1867
32308,61260,22441,42.6,40545,2198,624
99362,54849,41456,36.8,28099,5149,821
98408,55902,20531,36.1,25615,3588,397
98290,92239,35990,41.1,41086,2443,860
98166,79623,21212,43.6,44717,1896,636
98144,74688,31845,37.8,49610,3817,751
98632,44385,51045,40.6,26235,9252,1653
98837,55668,43078,33.5,25928,5746,1039
98503,62116,39319,35.8,29822,4691,1217
98823,61764,11239,37.1,29093,1087,242
98532,59925,24140,42,28049,2392,846
77020,30187,25749,32.8,15566,7521,966
77063,45262,38961,32.3,32682,8388,1301
77074,40214,41386,31,17647,12403,1223
77083,54650,79996,33.5,21020,11559,2341
75156,47311,16108,46.9,27734,3051,271
75119,56333,28319,34.8,24437,4687,462
79925,47840,39711,35.7,24312,5485,1240
79925,47840,39711,35.7,24312,5485,1240
79924,41476,59729,32.8,18410,12935,1867
75236,40672,19447,28.8,19297,3783,965
75235,49294,19141,34.5,25891,3669,443
75234,66332,33737,38.4,33016,2601,591
78521,30099,92108,29.1,12401,33783,2993
78613,101832,79699,35.1,39885,3617,1406
75007,84541,54701,39.6,36862,3728,1107
75418,43466,14376,42.8,23201,1425,253
75119,56333,28319,34.8,24437,4687,462
79907,31271,53277,35.5,14090,15221,2139
79924,41476,59729,32.8,18410,12935,1867
79912,58979,80264,34,31249,12689,2376
79029,54513,15984,30.4,23086,2471,429
75217,38225,86896,28.5,13435,24781,1326
75220,46417,43088,31,30275,8190,1143
78840,45732,48143,32.1,20859,9247,1142
75243,40954,67848,31.6,26488,15939,2158
78411,59083,25999,39.1,30093,4549,1116
78418,66590,30629,40,37790,3392,265
75103,51621,14458,42.9,27697,1507,306
77706,64636,29792,37.4,43340,2717,543
78757,70489,24823,36.9,45121,3775,297
83709,72821,58541,36.1,31132,5109,894
50309,44804,7008,30,37869,1221,182
96707,100739,47958,32.7,33559,2635,1540
83202,55429,22963,32.8,22849,3413,857
83404,62626,23151,37.3,34555,2381,285
50401,50722,29033,42.7,29692,3451,766
30143,68162,21487,48.3,33069,1930,608
31501,35287,14963,39.5,20489,2947,206
37659,54973,27868,43.9,29106,2260,303
88310,45053,36282,38.1,24907,5921,997
87123,46670,43960,37.7,28006,8699,1325
30161,41082,34286,40.6,25010,6323,1076
31643,31849,9062,41.9,23038,2953,391
30062,99101,66053,40.2,44844,3618,1257
31211,37640,15488,39.4,24266,3520,668
30439,33150,10823,37.7,18712,3448,288
31069,52016,20167,35.5,23554,2689,1088
33619,41318,39747,33.1,20106,8899,1617
34950,25278,17027,32.7,15522,6514,648
32810,48727,39384,32.8,21728,7671,1576
33071,89440,39839,37.7,36753,3257,1031
33174,46613,34015,41.7,20661,4883,1008
32218,53969,61846,34.9,24527,8112,1971
34759,50952,39850,40,18459,6144,999
33024,58893,75306,36.8,26578,8070,3014
33612,33196,49312,33.3,18567,14554,2450
65202,51287,48560,33.1,25826,7471,1193
65483,31045,4355,44.9,18965,993,110
63401,44769,22201,38.2,23261,4105,671
64701,53810,14225,36.7,24934,2342,494
63031,60301,47419,37.3,26990,4484,1393
64030,44971,25150,32.8,23066,3753,696
64119,68841,27848,38.3,33224,1785,749
63020,50338,19991,42,24528,2996,809
65203,64629,57788,36,38047,6235,984
63017,106261,41556,49.2,58167,1968,486
64730,41591,6551,40.8,29493,737,208
63010,64919,36008,39.1,29495,3140,1106
64015,69549,31219,37.9,32031,2870,632
55092,83074,10836,40.9,35375,240,198
64012,64489,27190,38.6,30379,2548,588
65010,74785,6197,39,32166,357,160
56201,51394,23192,35.7,25684,3172,438
55118,67866,28402,41.6,42677,3172,954
55391,114414,16322,49.8,88496,733,213
55807,46883,9543,40.4,26268,1454,281
56093,51344,12329,40.6,27229,1132,211
55387,95530,13344,38,40900,271,103
55616,61690,6882,46,33400,617,103
56482,46382,6825,39.7,25744,1099,207
55103,33849,13947,30.6,18986,4357,498
44905,43324,13719,37.8,18515,1939,283
44035,46110,63318,40.5,25232,12844,2268
21234,64510,68938,40,35302,5612,1937
58102,47964,29911,29.2,31802,5562,567
58072,52131,7587,45.4,34094,689,121
58075,56047,9231,35.7,29173,955,180
91411,54555,25801,34.9,30062,4594,1004
91406,55542,55215,35.4,25897,9596,2220
91352,55177,47438,35.3,20817,8715,1383
91770,53506,63425,41.8,20042,9543,1877
12204,51923,7628,35.2,36544,1311,317
92544,49793,48923,37.5,22062,9774,2437
94549,159583,29639,45.2,85832,1150,583
94556,150372,16368,46,77165,521,299
92075,105027,12624,45.3,64236,683,239
95661,83289,31327,42.7,42736,2615,819
93535,43929,72948,30.1,16494,22333,2318
95340,56089,36373,32.6,27304,7311,2419
93536,75380,72383,36,28224,8532,1745
90631,79500,69502,36.8,34038,7281,2743
91745,84224,54975,42.6,32659,4532,1445
90631,79500,69502,36.8,34038,7281,2743
91214,100625,30654,43.4,42574,1780,682
97306,65570,32255,37.8,33590,3033,591
80228,79203,34109,38.8,42530,2306,902
80829,67850,5794,43.9,47781,496,116
23693,103333,24882,39.6,43652,536,660
49242,43014,14941,37.5,23063,2682,394
48858,39583,50488,23.9,22047,14398,2193
48640,59001,33047,39.7,32483,4112,1185
49337,44061,11732,45.6,25736,2190,466
48122,43556,10419,31.4,18940,2934,443
48393,52902,16760,36,34156,1911,363
49202,34505,19058,37.7,21546,4200,708
80620,54701,19407,29.4,23841,2563,319
25601,47950,5238,42.3,24981,906,275
48307,77904,43694,38.9,42781,2934,954
48239,55078,35888,38.1,24720,6677,1444
44281,73609,32161,39.4,36623,1839,482
95112,63500,61060,30.3,32583,10286,2383
92129,121357,54986,38.8,46483,3442,1362
29575,51278,18727,52.2,30687,1766,723
29582,56138,16548,57.7,38309,2059,521
29650,74597,34886,39.8,37179,2479,535
29303,35452,25089,30.7,16484,5584,824
29302,58058,16958,43.6,37772,1685,716
29477,37041,6966,38.3,20800,1707,173
29841,49077,32470,38.6,25857,5695,1061
29406,35173,33984,29.8,18535,11219,958
29118,47458,17232,38.3,24692,2687,367
29072,81286,60081,37.9,37803,4223,1007
29073,59292,46555,38,25890,6045,1610
29078,55651,17393,38.1,23857,2626,472
29555,44118,5824,38.4,22845,1290,280
29650,74597,34886,39.8,37179,2479,535
78741,41852,52716,28,24866,13899,1504
24502,49864,45406,28.1,23308,7141,1193
53182,67823,9719,43.4,33242,1270,214
53965,51806,10338,45,29458,1274,171
22485,88690,25261,37.9,37590,1432,542
53964,49444,3621,43.1,23863,467,56
53597,104489,18985,42.3,46604,768,288
54154,53000,5698,42.7,27861,627,82
54501,54342,19858,46.2,30673,1826,261
53563,74518,11206,40.7,34823,455,164
53959,59589,13971,36.5,28088,1472,213
54961,58626,13649,39.9,30892,1261,288
54952,57418,26707,38.3,32429,2643,536
53704,60257,45770,35.9,34205,5701,1003
37914,36456,19866,42.6,24228,5226,647
45365,56513,30232,38.9,27867,3456,791
85301,31410,68300,29.8,14876,23072,2469
19805,46515,38984,34.5,25774,8128,1737
85382,69833,39556,43,33297,2632,921
90280,50246,95103,31.6,17174,17809,4910
85085,87058,22211,34.7,44613,1314,411
85283,62663,51119,33.1,30966,6772,1493
85323,51339,42812,30.2,19153,9141,1177
61111,52931,23837,39.3,29820,2745,843
40324,67160,47244,35.4,31373,5519,1038
40601,55322,51082,40.7,28844,6052,1536
42701,55314,50987,38.1,29233,6420,1213
42701,55314,50987,38.1,29233,6420,1213
47164,46875,4101,46.8,26357,643,203
46394,49239,12358,38.7,24642,1981,419
46112,80394,37047,37.6,35099,1387,693
47441,47083,9421,43.2,24061,1433,260
47403,51243,33370,34.2,28002,4920,1185
47834,53104,19215,41.3,25791,2966,582
46792,57500,3801,42.8,28306,237,21
46825,55086,29331,35.7,29107,2732,649
46835,61052,34749,36.2,30863,3484,635
46755,48977,15253,39.7,24430,1286,325
46168,67157,34478,38.9,31687,2278,1026
46347,76094,4852,42.4,33714,225,79
46580,56429,21701,37.1,29887,2117,528
47112,59250,16246,39.4,29074,1621,473
46151,59727,31810,41.2,27663,3842,889
23842,80764,6784,44.5,33632,209,85
24084,51553,10803,46.4,27012,1195,263
77002,67043,13571,32.7,33356,1128,238
75244,85914,13701,37.1,58243,484,294
79606,62774,25290,33.5,32663,2463,423
20176,128167,53017,37,54006,2082,908
79015,68704,22193,31,31019,2468,391
23701,51687,23975,39.2,24440,3228,1141
23112,95056,53162,38.3,40505,1418,912
23456,104280,54216,38.8,40365,2270,1471
22204,84525,55386,34.4,44516,5578,1214
22664,51693,8969,44.4,28034,1621,271
24592,42676,13393,44.2,21064,1986,256
75034,121401,102646,36.5,54338,4042,1886
24078,36306,6858,43.5,20312,1293,291
24641,31119,5551,43.1,20516,1232,169
75237,27296,20773,27.2,14686,6955,973
77590,44915,31498,36.3,23068,7622,1097
85224,69846,44333,34.6,34589,3971,1044
85224,69846,44333,34.6,34589,3971,1044
85225,61078,70066,33.5,28661,10162,1950
72143,45251,35997,32.2,24155,6082,704
72150,52604,12405,41.5,27549,1690,316
72949,35259,9427,42.4,18962,2293,141
72116,62030,22337,38.4,38146,2186,538
71953,37822,13894,44.7,21156,3143,596
72227,70000,11877,38.6,42266,1126,79
72076,47245,38595,35.6,22244,6360,1089
72401,40122,58553,32.6,22793,12817,1843
71901,38430,30003,39.6,23649,6790,1236
71913,42883,47060,44.7,28660,8124,1359
72916,69891,8127,43.6,36984,451,149
72901,32424,20985,37.2,21032,5796,521
58203,43664,17094,25,23162,4614,564
55103,33849,13947,30.6,18986,4357,498
58201,53067,39928,32.6,35261,5918,751
55109,62858,34135,37,31733,3476,1020
55812,49336,11808,22.2,27716,2391,464
55433,64158,34606,37.7,30901,2829,584
55118,67866,28402,41.6,42677,3172,954
55041,63418,7800,48.5,33918,592,166
79720,51873,35357,36.6,23602,5114,1057
23451,71119,42776,38.2,48876,4062,1094
78741,41852,52716,28,24866,13899,1504
78840,45732,48143,32.1,20859,9247,1142
23233,102779,31089,38.6,51305,1279,505
23834,57253,24824,39.9,28255,3312,993
76092,230750,30908,41.8,86370,688,431
78539,57784,35321,29.9,24924,7764,1092
75028,122861,46782,39.8,48694,1150,894
77009,53116,36260,36.3,36349,7773,1026
75006,61844,51136,35.2,29516,6354,1146
75217,38225,86896,28.5,13435,24781,1326
7646,91900,16578,41.5,43085,919,562
7018,44869,28756,35.9,23748,6343,2227
8805,72884,11974,36.8,34122,672,224
8081,86806,49836,37.9,35343,4185,2038
7663,99094,13918,43.7,41952,717,225
8028,70460,20919,29.7,26825,4204,994
7107,31366,37524,32.2,17524,10653,2338
7621,96713,27372,39.5,37069,1503,546
7032,67284,41523,37.7,27327,4376,1239
8068,60351,7181,40.3,32639,719,222
27607,77092,29536,24.4,35181,2870,345
27514,70849,32304,24.2,38059,3901,513
27610,50092,78475,32.4,20710,15074,2971
27707,51851,51168,33.8,33617,8112,1267
28056,63563,34401,42.5,32429,4085,885
28202,90972,12745,30.9,71829,1354,234
27573,32726,11158,37,19813,3113,634
28504,47856,21852,44.5,26720,3816,883
27834,36360,56458,31.5,21081,15413,3833
27529,60801,48833,37,30214,5650,1501
27909,48277,39515,38.2,23708,5999,1187
27870,36287,25792,41.1,22485,6125,887
27360,43661,45603,40.7,23317,7386,1681
27886,35959,20450,43.5,21840,4240,720
13206,41403,16360,36.6,27695,3494,568
6095,88897,28948,43.7,39709,1507,1090
6519,28955,15997,30.6,17808,6056,956
6712,100524,9736,45.5,41065,245,209
6484,94446,41155,47.2,46952,1791,1251
6606,56607,47227,36.6,26618,6514,3083
6422,117631,7248,46.6,55566,325,198
93257,41048,76923,30.4,17286,22748,3881
53965,51806,10338,45,29458,1274,171
54241,46752,14165,48.4,28004,1434,319
14850,53239,64484,27.2,31329,13930,1474
11423,70266,31400,40.8,29814,2817,1397
14845,64468,20451,45.6,35638,1482,315
13069,50293,24511,38,24895,5469,1084
11731,117068,30357,44.1,45905,1024,725
13057,60971,13772,47.1,33433,1177,419
89436,83125,42038,39.3,36379,2353,760
60099,54685,30934,33.9,23235,5573,1379
95928,47599,37558,30.9,29696,8998,2183
92027,63904,56811,33.8,25622,7082,1699
53581,51539,10131,44.1,26541,1346,138
91107,95630,32364,42.1,51685,2294,714
33513,37761,12303,46.3,19004,1773,276
8091,65050,5487,44.1,29873,721,269
97027,61638,12568,38.6,30887,1665,423
6010,66829,60308,40.2,34515,6449,2024
23230,61069,6505,40.4,38120,706,166
20772,107838,44948,41.9,45697,2262,1326
20774,98366,46812,42.7,45988,2726,1712
21046,107081,15988,35.9,49984,1604,285
21117,83392,58673,36.5,42819,4868,1755
21871,58604,1978,49.3,25194,126,31
21236,78659,38573,37.5,37216,3113,990
21076,116098,17204,36.7,51892,455,274
49401,44260,24290,21.2,17966,6614,883
12586,74849,12129,36.8,32213,1010,300
13601,46683,37624,32.4,25777,7545,1005
11553,73424,25869,34.7,23799,2864,648
12883,48396,4885,45.4,26629,568,98
13502,41333,32542,37.1,25436,6449,1355
13219,62119,14781,44.3,33247,1164,339
14141,55779,7497,46.6,31009,811,100
13460,47143,4279,46.1,27049,560,89
54751,52474,25969,29,25359,3552,502
53711,77652,49660,35.8,43379,5843,870
53813,55992,5889,38.5,27264,573,51
53040,72614,8154,42.2,34889,348,99
53142,71615,32929,39,33234,3161,1206
95531,46282,23470,38.1,22538,4577,666
95531,46282,23470,38.1,22538,4577,666
58401,56888,17107,40.6,32799,1958,280
75002,101661,70597,37,41474,4415,1701
16319,53250,1343,46,30161,41,15
8021,51183,44245,37.5,27655,4850,1621
19015,60972,16665,37.5,30462,2249,593
28655,43435,54594,43.4,23594,9698,2131
7307,62562,43055,34,30027,7402,1222
41101,38256,18594,38.4,25274,4725,794
28334,36751,24780,42,23040,6009,1095
28713,35963,8704,46.5,20074,1345,383
27012,80045,27478,44.7,38040,1580,634
58301,56650,10256,40.3,34226,1171,45
30240,44422,29114,36,23850,5693,1017
30236,50906,49694,33,22769,9560,1505
30523,51193,12230,49,29500,1201,142
30546,46590,6969,57.7,27552,909,164
30815,51071,40347,37.6,22499,6537,1973
82718,84755,26340,32.4,34024,3098,413
16001,55533,39011,46.5,30406,4910,919
15904,56828,15812,45,28804,1177,282
43113,52396,24341,42.1,25826,3938,380
44646,54946,46749,43.2,30161,5470,1122
45414,41316,20403,41.4,27276,4106,1120
44113,50293,20358,31.8,37560,5252,984
43055,46030,61904,39.1,25232,10663,1952
43207,43839,47265,36.8,21048,10901,2091
44115,12800,8284,25.6,17914,4995,837
43725,39859,19592,42.6,23494,4730,544
71301,33570,23293,36.2,22367,6714,993
71350,31766,4038,43.2,22702,930,174
71270,33114,31045,27.9,23123,10456,1065
15530,51563,5179,46.2,25572,688,140
15552,45912,5899,43.7,23989,1007,147
15317,86631,38561,43.7,43717,1680,679
15442,40326,1910,41.8,23210,319,4
73529,42946,5440,40.6,22959,666,167
73030,51034,4362,37.4,23711,603,106
74954,39911,5194,36.4,20454,1050,129
74959,45411,7150,40.3,21338,1324,132
38821,48132,13133,39.6,24467,2017,373
38614,31733,18370,33.9,17909,5839,1271
38916,33125,5116,38.8,17719,1546,101
39120,29206,31239,41.2,18114,9914,1159
39145,58047,4634,42.3,30688,498,70
39401,33118,42522,31.1,20064,13757,2819
12144,69025,20272,40.4,37018,1860,482
12804,74272,26272,45.9,37286,2175,443
98109,102292,29154,31.5,74081,2213,814
98105,57417,48861,23.5,39772,12197,1850
11803,144444,28018,44.1,60678,1220,539
14534,116043,31303,46,60820,589,475
98101,74394,12792,38.6,75850,1858,330
11772,75856,45964,39.4,36226,4244,1350
75104,70975,49341,34.3,28161,5208,1630
75455,47169,28460,33.7,20592,5390,759
48386,79795,17827,44.9,38640,936,445
48629,40565,7372,54.3,21397,1418,332
48413,46331,7202,44.7,24800,981,109
48651,36310,4865,55.2,25297,772,180
49286,62470,14700,41.5,30356,1114,164
60073,72175,61706,33.2,26289,5699,1662
38632,73914,27317,39.6,33698,1857,636
1238,72744,5903,46.3,35471,326,159
1569,101266,13939,41.4,38532,1133,595
1824,119387,25955,44.6,51927,878,525
1240,72766,4441,56.3,51233,174,119
1201,49385,44607,44.1,30842,6185,1705
1915,79483,41731,42,45358,3171,969
1027,62772,17848,45.3,37036,1597,590
1460,120638,9935,43.7,52392,470,252
1475,71895,10798,38.4,31098,1206,322
2538,68395,3652,39.1,30474,557,90
2601,49031,15215,40.9,26552,2360,512
23803,40956,38654,39.2,22814,8610,1749
22844,50811,4855,49.3,28266,498,42
23601,56803,25578,40.1,29857,2760,705
24501,33969,27543,28.1,17785,6337,820
77702,43936,2762,36.8,25526,472,73
79415,30968,17243,27.3,17233,5330,378
75150,52439,62452,32.2,23139,8351,1793
54660,56699,16062,39,28518,1676,304
54022,71281,23061,31.6,32678,2197,307
54701,56810,40130,34.6,31100,4965,802
38571,44038,13905,45.3,23536,2007,295
38464,38485,22285,43.1,21975,4248,762
38501,35957,38376,34.8,24023,8792,857
38401,51930,59009,38.8,26159,8076,1442
38340,49012,12868,36.1,23215,2073,717
38242,40802,20275,43.4,22637,3917,489
38128,33353,45509,28.9,17299,13909,2110
38134,46613,44853,33.5,21573,6896,1620
38122,36384,24695,33.6,18000,7650,790
38128,33353,45509,28.9,17299,13909,2110
38122,36384,24695,33.6,18000,7650,790
38024,40763,27329,39.9,26284,4894,1042
38116,40353,39758,34.8,20586,11348,2324
38118,33523,38664,29.8,15530,12505,1912
38109,30103,44922,42,17423,11924,2853
38103,70688,14044,32.5,51059,1886,273
49202,34505,19058,37.7,21546,4200,708
49120,47348,36490,41.2,26219,5912,1150
49125,52457,2275,56.1,38497,144,42
49085,71205,23716,44.7,42050,1171,355
49037,31383,20715,35.1,19161,5539,1215
48912,41517,17697,31.4,24835,4533,1000
48842,60601,21827,38.6,31777,2409,878
48843,76675,45910,40.6,34703,2750,1004
48801,36658,12717,35,22463,2771,621
48823,45008,51230,23.7,30782,16513,1882
48625,31564,13005,50.2,18832,3631,604
48640,59001,33047,39.7,32483,4112,1185
48617,51166,8670,39.3,26269,1414,256
48601,28654,35270,37.1,16827,12034,1851
48602,35761,30043,36.1,19629,8306,1836
48430,72265,36926,42.7,37005,3047,944
2339,120000,14397,41.4,51907,402,312
2184,94945,37207,41.3,44077,1720,1011
2148,64176,61354,35.3,31052,9989,1942
2169,70248,56584,38.2,38832,6665,1901
2134,58068,19424,27,35551,5164,648
2121,30712,29919,31.8,19430,10351,1876
2128,55483,46927,33.4,28154,9036,1510
2131,73199,33771,38,37554,4001,1188
80210,86970,36296,33.9,59093,3561,903
80219,45693,69190,32.2,19208,14617,1060
80233,73882,50478,32.7,29386,3919,1170
80433,103173,8749,46.5,52259,332,222
81416,42176,14273,41.9,20620,2624,463
80104,97336,30718,36.5,41439,1761,603
80723,49896,7024,35.8,23631,831,202
80011,48086,50675,31.9,20423,8152,1651
65109,59017,39417,38.6,31386,4485,859
8742,91869,24292,46.4,49887,1238,683
7724,79060,21105,44.6,47135,1571,463
8094,80712,40337,41.4,34185,3057,1627
7062,71004,12618,37.1,29985,1524,433
7110,95259,28428,41.1,45400,1255,616
3264,47130,7307,31.7,25577,726,225
3063,83108,16781,39.7,43331,1079,332
3102,56082,32564,34.2,28598,4529,1096
3842,82384,15412,51.2,51509,752,219
3743,48667,13676,42.9,26639,1896,226
68008,65730,12001,41.3,32783,1132,148
68112,49796,11574,37.1,24770,2076,349
68107,42996,31282,28.8,15952,7359,1110
68134,51784,29070,35.5,27423,3688,730
68467,58221,9483,38.7,31896,911,160
68516,82008,44460,38.7,40323,2239,750
80003,65957,36969,37,32552,2913,915
94597,105370,22734,39.9,59789,1612,627
94544,74896,79235,33.8,28569,7568,1891
92870,89360,53582,37.6,36425,4813,1346
95610,58780,45995,36.2,29122,5987,1653
95621,59693,41757,39.5,29377,4450,1389
95610,58780,45995,36.2,29122,5987,1653
94117,152071,44239,33.3,86117,2983,1316
90043,47500,44627,40.6,29541,8961,2191
92121,106688,4655,31.3,51946,897,190
93650,33100,3477,42.7,16396,833,225
93711,71825,38349,43.1,45889,3825,1621
95348,45195,34241,28.2,21246,8912,1919
92663,103965,21572,42.8,75326,1689,347
92111,69442,49369,35.2,31245,6984,2145
90021,15149,2922,40.3,30468,1269,226
93720,84614,47270,37.5,41127,4305,1572
94588,143903,36316,40.2,59700,1210,603
91042,55507,26631,42.3,29928,4091,1043
92647,80218,62718,35.8,35934,7962,1648
92571,61780,56446,27.5,17173,10079,2259
93550,41675,77006,29,16153,20016,3124
94530,99954,25754,42.2,51876,2077,719
94568,140864,54420,36.6,57510,1879,1102
94015,90972,64887,39.4,36257,5606,2463
95932,50551,7742,35.3,25823,1098,145
