dateAdded,dateUpdated,address,categories,city,country,keys,latitude,longitude,name,postalCode,province,Big4
2016-03-29T05:06:36Z,2018-06-26T02:59:52Z,206 Wears Valley Rd,Fast Food Restaurant,Pigeon Forge,US,us/tn/pigeonforge/206wearsvalleyrd/-864103396,35.803788,-83.58055300000001,Taco Bell,37863,TN,Taco Bell
2015-10-23T23:59:49Z,2018-06-26T02:59:43Z,9768 Grand River Ave,Fast Food Restaurant,Detroit,US,us/mi/detroit/9768grandriverave/-791445730,42.368823,-83.138251,Wendy's,48204,MI,Wendys
2015-09-21T07:47:08Z,2018-06-26T02:59:43Z,13600 W McNichols Rd,Fast Food Restaurant,Detroit,US,us/mi/detroit/13600wmcnicholsrd/-2061630068,42.416819,-83.180444,Burger King,48235,MI,Burger King
2017-06-30T23:04:32Z,2018-06-25T09:29:45Z,1224 State St,Fast Food,Schenectady,US,us/ny/schenectady/1224statest/-1161002137,42.79792,-73.924364,McDonald's,12304,NY,McDonalds
2017-06-29T02:03:33Z,2018-06-25T09:29:45Z,1232 Ulster Ave,Fast Food Restaurant,Kingston,US,us/ny/kingston/1232ulsterave/-1161002137,41.967079,-73.98858299999999,McDonald's,12401,NY,McDonalds
2017-06-19T14:50:03Z,2018-06-25T09:29:44Z,1188 Avenue of The Americas,Fast Food Restaurant,New York,US,us/ny/newyork/1188avenueoftheamericas/-1161002137,40.757558,-73.98167099999999,McDonald's,10036,NY,McDonalds
2017-06-19T14:53:25Z,2018-06-25T09:29:43Z,114 Delancey St,Fast Food Restaurant,New York,US,us/ny/newyork/114delanceyst/-1161002137,40.718942999999996,-73.98830600000001,McDonald's,10002,NY,McDonalds
2017-06-19T14:52:24Z,2018-06-25T09:29:41Z,1050 Front St,Fast Food Restaurants,Uniondale,US,us/ny/uniondale/1050frontst/-1161002137,40.709646,-73.591453,McDonald's,11553,NY,McDonalds
2016-03-21T01:37:59Z,2018-06-25T09:29:41Z,105 Jericho Tpke,Fast Food,Jericho,US,us/ny/jericho/105jerichotpke/-1161002137,40.780233,-73.55934,McDonald's,11753,NY,McDonalds
2017-06-19T15:24:34Z,2018-06-25T09:29:41Z,106 Wolf Rd,Fast Food Restaurants,Albany,US,us/ny/albany/106wolfrd/-1161002137,42.716812,-73.80931899999999,McDonald's,12205,NY,McDonalds
2014-02-03T04:12:36Z,2018-06-25T09:29:40Z,101 E 170th St,Fast Food,Bronx,US,us/ny/bronx/101e170thst/-1161002137,40.839569,-73.915927,McDonald's,10452,NY,McDonalds
2016-05-05T12:44:43Z,2018-06-25T09:29:40Z,103 Brookview Dr,Fast Food,Schenectady,US,us/ny/schenectady/103brookviewdr/-1161002137,42.741061,-73.913673,McDonald's,12303,NY,McDonalds
2017-06-19T15:29:59Z,2018-06-25T09:29:40Z,1028 Mckinley Pkwy,Fast Food Restaurants,Buffalo,US,us/ny/buffalo/1028mckinleypkwy/-1161002137,42.857898999999996,-78.825089,McDonald's,14220,NY,McDonalds
2016-03-31T02:46:48Z,2018-06-25T09:29:39Z,10 Main St,Fast Food Restaurants,Tonawanda,US,us/ny/tonawanda/10mainst/-1161002137,43.021019,-78.878167,McDonald's,14150,NY,McDonalds
2015-11-06T10:16:28Z,2018-06-25T09:29:38Z,300 Mishawum Rd,Fast Food,Woburn,US,us/ma/woburn/300mishawumrd/-1161002137,42.503903,-71.13274799999999,McDonald's,1801,MA,McDonalds
2016-03-29T04:48:40Z,2018-06-25T09:29:37Z,1190 Providence Rd,Fast Food Restaurant,Whitinsville,US,us/ma/whitinsville/1190providencerd/-1161002137,42.125526,-71.64591300000001,McDonald's,1588,MA,McDonalds
2016-03-29T04:41:38Z,2018-06-25T09:29:37Z,212 Main St,Fast Food,Wilmington,US,us/ma/wilmington/212mainst/-1161002137,42.557448,-71.181499,McDonald's,1887,MA,McDonalds
2015-07-19T21:00:43Z,2018-06-25T09:29:36Z,44 E Main St,Fast Food,Webster,US,us/ma/webster/44emainst/-1161002137,42.055826,-71.873999,McDonald's,1570,MA,McDonalds
2016-06-08T16:14:30Z,2018-06-25T09:29:36Z,789 Main St,Fast Food,Waltham,US,us/ma/waltham/789mainst/-1161002137,42.376247,-71.241667,McDonald's,2451,MA,McDonalds
2015-10-26T23:05:16Z,2018-06-25T09:29:35Z,20 Main St,Fast Food Restaurant,Townsend,US,us/ma/townsend/20mainst/-1161002137,42.650503,-71.662674,McDonald's,1469,MA,McDonalds
2015-11-30T18:17:51Z,2018-06-25T09:29:35Z,595 Main St,Fast Food Restaurant,Walpole,US,us/ma/walpole/595mainst/-1161002137,42.157222,-71.243549,McDonald's,2081,MA,McDonalds
2016-03-28T05:34:12Z,2018-06-25T09:29:34Z,282 Winthrop St,Fast Food,Taunton,US,us/ma/taunton/282winthropst/-1161002137,41.88896,-71.120789,McDonald's,2780,MA,McDonalds
2015-11-05T18:48:11Z,2018-06-25T09:29:33Z,660 Liberty St,Fast Food,Springfield,US,us/ma/springfield/660libertyst/-1161002137,42.12193,-72.584242,McDonald's,1104,MA,McDonalds
2015-11-05T18:38:03Z,2018-06-25T09:29:33Z,360 Main St,Fast Food Restaurants,Springfield,US,us/ma/springfield/360mainst/-1161002137,42.091561,-72.579647,McDonald's,1105,MA,McDonalds
2017-07-19T22:32:22Z,2018-06-25T09:29:33Z,2392 Main St,Fast Food Restaurants,Springfield,US,us/ma/springfield/2392mainst/-1161002137,42.111552,-72.603359,McDonald's,1107,MA,McDonalds
2015-11-30T18:25:40Z,2018-06-25T09:29:33Z,1402 Allen St,Fast Food Restaurant,Springfield,US,us/ma/springfield/1402allenst/-1161002137,42.095053,-72.512539,McDonald's,1118,MA,McDonalds
2016-03-30T04:26:33Z,2018-06-25T09:29:33Z,1610 Boston Rd,Fast Food Restaurants,Springfield,US,us/ma/springfield/1610bostonrd/-1161002137,42.142989,-72.48923,McDonald's,1129,MA,McDonalds
2015-12-02T19:41:17Z,2018-06-25T09:29:33Z,59 W Main St,Fast Food,Spencer,US,us/ma/spencer/59wmainst/-1161002137,42.23341,-72.012516,McDonald's,1562,MA,McDonalds
2016-03-24T10:25:24Z,2018-06-25T09:28:10Z,1601 W Kirby St,Fast Food Restaurant and Mexican Restaurant,Wylie,US,us/tx/wylie/1601wkirbyst/-864103396,33.007329,-96.55412700000001,Taco Bell,75098,TX,Taco Bell
2016-06-20T17:25:26Z,2018-06-25T09:28:08Z,7425 S Broadway Ave,Fast Food Restaurant,Tyler,US,us/tx/tyler/7425sbroadwayave/-864103396,32.274786,-95.30675699999999,Taco Bell,75703,TX,Taco Bell
2017-07-06T23:06:49Z,2018-06-25T09:27:52Z,100 Business Loop 70 E,Fast Food Restaurants,Columbia,US,us/mo/columbia/100businessloop70e/-2061630068,38.964944,-92.336364,Burger King,65203,MO,Burger King
2015-11-30T18:50:23Z,2018-06-25T09:26:55Z,615 Martin Luther King Jr Blvd,Fast Food Restaurant and Burger Joint,Savannah,US,us/ga/savannah/615martinlutherkingjrblvd/-791445730,32.070343,-81.10103199999999,Wendy's,31401,GA,Wendys
2016-05-15T21:09:26Z,2018-06-25T09:26:53Z,1123 Roswell Rd,Fast Food Restaurant and Burger Joint,Marietta,US,us/ga/marietta/1123roswellrd/-791445730,33.95111,-84.518962,Wendy's,30062,GA,Wendys
2016-04-30T08:27:34Z,2018-06-25T09:26:53Z,273 Keys Ferry St,Fast Food Restaurants,McDonough,US,us/ga/mcdonough/273keysferryst/-791445730,33.446887,-84.138326,Wendy's,30253,GA,Wendys
2015-10-20T00:52:56Z,2018-06-25T09:26:53Z,1117 W Spring St,Fast Food Restaurant,Monroe,US,us/ga/monroe/1117wspringst/-791445730,33.792747999999996,-83.731443,Wendy's,30655,GA,Wendys
2015-10-23T01:54:00Z,2018-06-25T09:26:53Z,430 S Belair Rd,Fast Food Restaurants,Augusta,US,us/ga/augusta/430sbelairrd/-791445730,33.486344,-82.13351,Wendy's,30907,GA,Wendys
2016-04-05T03:02:37Z,2018-06-25T09:26:53Z,2341 N Columbia St,Fast Food Restaurant,Milledgeville,US,us/ga/milledgeville/2341ncolumbiast/-791445730,33.108582,-83.254192,Wendy's,31061,GA,Wendys
2015-11-28T18:16:09Z,2018-06-25T09:26:52Z,260 Cooper Rd,Fast Food Restaurant and Burger Joint,Loganville,US,us/ga/loganville/260cooperrd/-791445730,33.880381,-83.939657,Wendy's,30052,GA,Wendys
2016-03-21T01:38:20Z,2018-06-25T09:26:52Z,4331 Atlanta Hwy,Fast Food Restaurant,Loganville,US,us/ga/loganville/4331atlantahwy/-791445730,33.839726,-83.905798,Wendy's,30052,GA,Wendys
2015-11-02T15:44:53Z,2018-06-25T09:26:51Z,3015 Panola Rd,Fast Food Restaurant,Lithonia,US,us/ga/lithonia/3015panolard/-791445730,33.699521999999995,-84.17274,Wendy's,30038,GA,Wendys
2016-03-28T05:51:17Z,2018-06-25T09:01:05Z,184 Endicott St,Fast food restaurants,Danvers,US,us/ma/danvers/184endicottst/-2061630068,42.547923,-70.942014,Burger King,1923,MA,Burger King
2017-06-27T05:04:00Z,2018-06-25T09:01:01Z,6134 State Route 14,Fast Food Restaurant,Ravenna,US,us/oh/ravenna/6134stateroute14/-1161002137,41.157059000000004,-81.219054,McDonald's,44266,OH,McDonalds
2016-03-26T04:52:32Z,2018-06-25T09:00:55Z,2992 Jamacha Rd,Fast Food,El Cajon,US,us/ca/elcajon/2992jamachard/-2061630068,32.739923,-116.94215600000001,Burger King,92019,CA,Burger King
2014-10-26T13:04:15Z,2018-06-25T09:00:55Z,822 N Johnson Ave,Fast food restaurants,El Cajon,US,us/ca/elcajon/822njohnsonave/-2061630068,32.805945,-116.971542,Burger King,92020,CA,Burger King
2017-07-18T03:04:11Z,2018-06-25T09:00:41Z,242 N El Camino Real,Fast food restaurants,Encinitas,US,us/ca/encinitas/242nelcaminoreal/-2061630068,33.051949,-117.260994,Burger King,92024,CA,Burger King
2016-06-05T20:57:34Z,2018-06-25T09:00:32Z,7011 Barker Cypress Rd,Fast Food Restaurant and Burger Joint,Cypress,US,us/tx/cypress/7011barkercypressrd/-2061630068,29.880809999999997,-95.683922,Burger King,77433,TX,Burger King
2016-04-03T02:39:39Z,2018-06-25T09:00:18Z,962 East Ave,Fast food restaurants,Chico,US,us/ca/chico/962eastave/-2061630068,39.76117,-121.84218700000001,Burger King,95926,CA,Burger King
2016-04-02T05:21:43Z,2018-06-25T09:00:10Z,1760 41st Ave,Fast Food Restaurant,Capitola,US,us/ca/capitola/176041stave/-1161002137,36.975287,-121.96392900000001,McDonald's,95010,CA,McDonalds
2017-07-21T15:49:05Z,2018-06-25T09:00:02Z,562 N Main St,Fast Food Restaurant,Bishop,US,us/ca/bishop/562nmainst/-1161002137,37.365314,-118.39508000000001,McDonald's,93514,CA,McDonalds
2016-04-04T03:33:16Z,2018-06-25T09:00:00Z,1310 E Lamar St,Fast Food Restaurants,Americus,US,us/ga/americus/1310elamarst/-1161002137,32.07128,-84.216974,McDonald's,31709,GA,McDonalds
2015-11-04T18:22:05Z,2018-06-25T08:59:54Z,2009 E Greenville St,Fast Food Restaurant,Anderson,US,us/sc/anderson/2009egreenvillest/-2061630068,34.54701,-82.6319,Burger King,29621,SC,Burger King
2016-04-01T06:35:19Z,2018-06-25T08:59:41Z,328 N Main St,Fast Food Restaurants,Cedartown,US,us/ga/cedartown/328nmainst/-1161002137,34.017911,-85.253614,McDonald's,30125,GA,McDonalds
2015-12-13T19:54:24Z,2018-06-25T08:59:38Z,3025 Main St,Fast food restaurants,Glastonbury,US,us/ct/glastonbury/3025mainst/-2061630068,41.726353,-72.61760799999999,Burger King,6033,CT,Burger King
2016-11-02T17:17:26Z,2018-06-25T08:59:35Z,605 E Broadway St,Fast Food Restaurant,Campbellsville,US,us/ky/campbellsville/605ebroadwayst/-1161002137,37.346447,-85.33736800000001,McDonald's,42718,KY,McDonalds
2016-04-05T02:42:52Z,2018-06-25T08:59:35Z,1602 E Broadway St,Fast Food Restaurant,Campbellsville,US,us/ky/campbellsville/1602ebroadwayst/-891525969,37.357213,-85.323654,SUBWAY,42718,KY,Subway
2015-10-23T03:00:17Z,2018-06-25T08:59:26Z,1475 Holiday Ln,Fast food restaurants,Fairfield,US,us/ca/fairfield/1475holidayln/-2061630068,38.259527,-122.062146,Burger King,94534,CA,Burger King
2015-10-20T00:11:35Z,2018-06-25T08:59:06Z,11671 Se Federal Hwy,Fast Food Restaurant,Hobe Sound,US,us/fl/hobesound/11671sefederalhwy/-1161002137,27.06168,-80.13746,McDonald's,33455,FL,McDonalds
2017-06-23T05:21:12Z,2018-06-25T08:59:04Z,825 E 49th St,Fast food restaurants,Hialeah,US,us/fl/hialeah/825e49thst/-2061630068,25.867613000000002,-80.266376,Burger King,33013,FL,Burger King
2016-11-06T04:38:54Z,2018-06-25T08:58:51Z,2370 US Highway 331 S,Fast food restaurants,DeFuniak Springs,US,us/fl/defuniaksprings/2370ushighway331s/-1161002137,30.687820000000002,-86.12318,McDonald's,32435,FL,McDonalds
2015-10-19T07:55:55Z,2018-06-25T08:58:44Z,865 S Main St,Fast Food Restaurant,Belle Glade,US,us/fl/belleglade/865smainst/-864103396,26.675109999999997,-80.67,Taco Bell,33430,FL,Taco Bell
2016-11-02T17:16:40Z,2018-06-25T08:58:40Z,339 US Highway 27 S,Fast Food Restaurant,Avon Park,US,us/fl/avonpark/339ushighway27s/-1161002137,27.596742,-81.494029,McDonald's,33825,FL,McDonalds
2015-10-23T02:26:36Z,2018-06-25T08:58:36Z,460 Airways Ave,Fast Food Restaurant,Savannah,US,us/ga/savannah/460airwaysave/-2061630068,32.135603,-81.20824300000001,Burger King,31408,GA,Burger King
2017-07-24T20:51:53Z,2018-06-25T08:58:30Z,2613 Central Ave,Fast Food Restaurants,Dodge City,US,us/ks/dodgecity/2613centralave/-1161002137,37.77885,-100.01663,McDonald's,67801,KS,McDonalds
2015-07-18T18:06:50Z,2018-06-25T08:58:28Z,2501 Se Delaware Ave,Fast Food Restaurant,Ankeny,US,us/ia/ankeny/2501sedelawareave/-2061630068,41.704627,-93.580975,Burger King,50021,IA,Burger King
2016-04-04T05:19:32Z,2018-06-25T08:58:27Z,2817 E 13th St,Fast Food Restaurants,Ames,US,us/ia/ames/2817e13thst/-2061630068,42.035109999999996,-93.57344,Burger King,50010,IA,Burger King
2016-04-02T05:23:13Z,2018-06-25T08:58:27Z,1020 E 1st St,Fast Food Restaurant,Ankeny,US,us/ia/ankeny/1020e1stst/-2061630068,41.732374,-93.582329,Burger King,50021,IA,Burger King
2015-10-20T00:36:53Z,2018-06-25T08:58:25Z,1807 N Church St,Fast food restaurants,Burlington,US,us/nc/burlington/1807nchurchst/-2061630068,36.09503,-79.408,Burger King,27217,NC,Burger King
2016-03-28T05:43:23Z,2018-06-25T08:58:21Z,9320 Steele Creek Rd,Fast Food Restaurant,Charlotte,US,us/nc/charlotte/9320steelecreekrd/-1161002137,35.16361,-80.96889,McDonald's,28273,NC,McDonalds
2016-03-29T05:14:26Z,2018-06-25T08:58:19Z,9640 Mariposa Rd,Fast Food Restaurant,Hesperia,US,us/ca/hesperia/9640mariposard/-2061630068,34.425812,-117.378018,Burger King,92344,CA,Burger King
2016-03-29T05:14:27Z,2018-06-25T08:58:19Z,17021 Main St,Fast food restaurants,Hesperia,US,us/ca/hesperia/17021mainst/-2061630068,34.419638,-117.291579,Burger King,92345,CA,Burger King
2017-11-21T07:32:53Z,2018-06-25T08:58:08Z,300 Mccarter Rd,Fast Food Restaurants,Fountain Inn,US,us/sc/fountaininn/300mccarterrd/-1161002137,34.685340000000004,-82.19726999999999,McDonald's,29644,SC,McDonalds
2017-06-27T05:54:03Z,2018-06-25T08:58:07Z,2040 Cumberland St,Fast Food Restaurant,Lebanon,US,us/pa/lebanon/2040cumberlandst/-2061630068,40.33873,-76.447826,Burger King,17042,PA,Burger King
2016-11-14T02:12:19Z,2018-06-25T08:58:06Z,609 Naamans Rd,Fast Food Restaurants,Claymont,US,us/de/claymont/609naamansrd/-864103396,39.81718,-75.45715,Taco Bell,19703,DE,Taco Bell
2017-07-20T08:59:43Z,2018-06-25T08:57:57Z,1205 Commons Cir,Fast Food Restaurants,Plover,US,us/wi/plover/1205commonscir/-1161002137,44.49541,-89.51668000000001,McDonald's,54467,WI,McDonalds
2017-06-30T05:05:48Z,2018-06-25T08:57:39Z,3001 N Reynolds Rd,Fast Food Restaurant,Bryant,US,us/ar/bryant/3001nreynoldsrd/-2061630068,34.623419,-92.499052,Burger King,72022,AR,Burger King
2015-10-23T03:28:22Z,2018-06-25T08:57:37Z,2275 E Butler Ave,Fast Food Restaurants,Flagstaff,US,us/az/flagstaff/2275ebutlerave/-2061630068,35.192109,-111.624197,Burger King,86004,AZ,Burger King
2017-09-05T23:05:09Z,2018-06-25T08:57:23Z,Route 52 Airport Square,Fast Food Restaurants,Bluefield,US,us/wv/bluefield/route52airportsquare/-2061630068,37.28415,-81.25128000000001,Burger King,24701,WV,Burger King
2017-07-24T21:35:25Z,2018-06-25T08:57:12Z,3 Clarksburg Rd,Fast Food Restaurants,Buckhannon,US,us/wv/buckhannon/3clarksburgrd/-2061630068,38.997749,-80.233242,Burger King,26201,WV,Burger King
2015-10-24T00:02:19Z,2018-06-25T08:57:09Z,1902 Mountain View Dr,Fast Food Restaurant,Cody,US,us/wy/cody/1902mountainviewdr/-2061630068,44.514590000000005,-109.05084,Burger King,82414,WY,Burger King
2017-07-19T17:41:14Z,2018-06-25T08:56:57Z,310 W Grand Xing,Fast Food Restaurants,Mobridge,US,us/sd/mobridge/310wgrandxing/-891525969,45.53751,-100.43688,SUBWAY,57601,SD,Subway
2015-11-06T09:51:18Z,2018-06-25T08:56:53Z,2260 Highway 394,Fast Food Restaurant,Blountville,US,us/tn/blountville/2260highway394/-1161002137,36.524041,-82.31270699999999,McDonald's,37617,TN,McDonalds
2016-12-13T03:41:23Z,2018-06-25T08:56:53Z,214 Carolina Pottery Dr,Fast food restaurants,Blountville,US,us/tn/blountville/214carolinapotterydr/-1161002137,36.534114,-82.39005300000001,McDonald's,37617,TN,McDonalds
2016-03-23T04:15:54Z,2018-06-25T08:56:52Z,100 Prince Royal Dr,Fast Food Restaurants,Berea,US,us/ky/berea/100princeroyaldr/-2061630068,37.568606,-84.31104599999999,Burger King,40403,KY,Burger King
2015-10-23T22:47:59Z,2018-06-25T08:56:46Z,23777 Us Route 23,Fast Food Restaurant,Circleville,US,us/oh/circleville/23777usroute23/-2061630068,39.58426871,-82.95390414,Burger King,43113,OH,Burger King
2017-07-19T21:50:35Z,2018-06-25T08:56:44Z,414 Water St,Fast food restaurants,Chardon,US,us/oh/chardon/414waterst/-2061630068,41.580901000000004,-81.21016800000001,Burger King,44024,OH,Burger King
2017-07-23T03:30:11Z,2018-06-25T08:56:43Z,2005 S Main St,Fast Food Restaurant,Bellefontaine,US,us/oh/bellefontaine/2005smainst/-2061630068,40.331939,-83.761451,Burger King,43311,OH,Burger King
2017-07-19T22:07:11Z,2018-06-25T08:56:37Z,2000 E Edgerton Rd,Fast Food Restaurants,Broadview Heights,US,us/oh/broadviewheights/2000eedgertonrd/-2061630068,41.29553,-81.67674,Burger King,44147,OH,Burger King
2015-10-23T22:50:09Z,2018-06-25T08:56:37Z,10037 Broadview Rd,Fast Food Restaurant,Broadview Heights,US,us/oh/broadviewheights/10037broadviewrd/-2061630068,41.293022,-81.68467,Burger King,44147,OH,Burger King
2017-07-03T16:39:48Z,2018-06-25T08:56:27Z,2680 Market St,Fast Food Restaurant,Christiansburg,US,us/va/christiansburg/2680marketst/-2061630068,37.16537,-80.422283,Burger King,24073,VA,Burger King
2015-10-23T01:53:59Z,2018-06-25T08:56:21Z,1004 S Main St,Fast food restaurants,Farmville,US,us/va/farmville/1004smainst/-2061630068,37.289041,-78.397491,Burger King,23901,VA,Burger King
2015-10-28T16:20:09Z,2018-06-25T08:56:02Z,3120 W Fm 120,Fast Food Restaurants,Denison,US,us/tx/denison/3120wfm120/-2061630068,33.762134,-96.581587,Burger King,75020,TX,Burger King
2016-02-26T13:03:20Z,2018-06-25T08:56:00Z,1705 Expressway 83,Fast Food Restaurants,Penitas,US,us/tx/penitas/1705expressway83/-1161002137,26.243395,-98.4423,McDonald's,78576,TX,McDonalds
2015-10-28T16:28:13Z,2018-06-25T08:55:59Z,2280 E Garrison St,Fast Food Restaurant,Eagle Pass,US,us/tx/eaglepass/2280egarrisonst/-2061630068,28.705740000000002,-100.48395,Burger King,78852,TX,Burger King
2016-03-28T05:53:16Z,2018-06-25T08:55:54Z,2208 Highway 21 E,Fast Food Restaurant,Bryan,US,us/tx/bryan/2208highway21e/-2061630068,30.69488984,-96.36236943,Burger King,77803,TX,Burger King
2016-03-26T04:07:53Z,2018-06-25T08:55:46Z,5301 Bellaire Blvd,Fast Food Restaurant and Burger Joint,Bellaire,US,us/tx/bellaire/5301bellaireblvd/-2061630068,29.70529415,-95.4730184,Burger King,77401,TX,Burger King
2016-07-18T20:27:57Z,2018-06-25T08:55:35Z,1890 Bethlehem Pike,Fast Food Restaurant and Playground,Flourtown,US,us/pa/flourtown/1890bethlehempike/-1161002137,40.111177000000005,-75.21414399999999,McDonald's,19031,PA,McDonalds
2015-10-23T02:35:10Z,2018-06-25T08:55:26Z,6385 Dobbin Rd,Fast food restaurants,Columbia,US,us/md/columbia/6385dobbinrd/-1161002137,39.196115999999996,-76.82101,McDonald's,21045,MD,McDonalds
2015-11-06T09:52:06Z,2018-06-25T08:55:26Z,6241 Washington Blvd,Fast Food Restaurant,Elkridge,US,us/md/elkridge/6241washingtonblvd/-2061630068,39.208926,-76.724769,Burger King,21075,MD,Burger King
2015-12-02T19:26:53Z,2018-06-25T08:55:15Z,285 Jamesway Rd,Fast Food Restaurants,Ebensburg,US,us/pa/ebensburg/285jameswayrd/-2061630068,40.47425,-78.74575,Burger King,15931,PA,Burger King
2017-07-19T22:13:24Z,2018-06-25T08:55:03Z,4868 Houston Rd,Fast Food Restaurant,Florence,US,us/ky/florence/4868houstonrd/-2061630068,39.019712,-84.628729,Burger King,41042,KY,Burger King
2015-10-20T02:26:27Z,2018-06-25T08:55:01Z,105 S 3rd St,Fast Food Restaurant and Burger Joint,Coopersburg,US,us/pa/coopersburg/105s3rdst/-2061630068,40.509285999999996,-75.385827,Burger King,18036,PA,Burger King
2017-07-07T13:11:14Z,2018-06-25T08:54:51Z,1208 W Front St,Fast Food Restaurants,Berwick,US,us/pa/berwick/1208wfrontst/-2061630068,41.049741,-76.252443,Burger King,18603,PA,Burger King
2016-04-02T05:20:50Z,2018-06-25T08:54:35Z,9 Hudson Hollow Rd,Fast Food Restaurant,Frankfort,US,us/ky/frankfort/9hudsonhollowrd/-2061630068,38.178962,-84.89459599999999,Burger King,40601,KY,Burger King
2017-07-06T01:49:42Z,2018-06-25T08:53:51Z,2460 Mountain City Hwy,Fast Food Restaurants,Elko,US,us/nv/elko/2460mountaincityhwy/-2061630068,40.83757,-115.78953999999999,Burger King,89801,NV,Burger King
2016-04-04T03:21:35Z,2018-06-25T08:53:49Z,313 Middle Country Rd,Fast food restaurants,Coram,US,us/ny/coram/313middlecountryrd/-1161002137,40.869655,-72.99981700000001,McDonald's,11727,NY,McDonalds
2018-01-18T18:33:00Z,2018-06-25T08:53:38Z,778 Brookway Blvd,Fast Food Restaurant,Brookhaven,US,us/ms/brookhaven/778brookwayblvd/-2061630068,31.579563,-90.459029,Burger King,39601,MS,Burger King
2017-06-19T14:48:53Z,2018-06-25T08:53:26Z,1104 Sunrise Hwy,Fast food restaurants,Amityville,US,us/ny/amityville/1104sunrisehwy/-2061630068,40.689896000000005,-73.408119,Burger King,11701,NY,Burger King
2015-11-29T18:21:10Z,2018-06-25T07:50:30Z,425 E Main St,Fast Food Restaurant,Pickens,US,us/sc/pickens/425emainst/-1161002137,34.884512,-82.70476,McDonald's,29671,SC,McDonalds
2015-10-23T03:00:26Z,2018-06-25T07:50:27Z,106 Garner Rd,Fast Food,Spartanburg,US,us/sc/spartanburg/106garnerrd/-1161002137,34.966901,-81.929552,McDonald's,29303,SC,McDonalds
2016-03-30T04:25:28Z,2018-06-25T07:48:52Z,2619 Brandermill Blvd,Fast Food Restaurant and Burger Joint,Gambrills,US,us/md/gambrills/2619brandermillblvd/-2061630068,39.037925,-76.678372,Burger King,21054,MD,Burger King
2017-07-20T14:40:51Z,2018-06-25T07:45:18Z,613 E 4th Ave,Fast Food Restaurant,Red Springs,US,us/nc/redsprings/613e4thave/-1161002137,34.811406,-79.174756,McDonald's,28377,NC,McDonalds
2015-10-23T02:49:49Z,2018-06-24T02:22:38Z,45201 Schoenherr Rd,Fast Food Restaurant,Utica,US,us/mi/utica/45201schoenherrrd/-864103396,42.62877,-82.993912,Taco Bell,48315,MI,Taco Bell
2015-10-24T00:16:13Z,2018-06-24T02:22:35Z,3860 S State Rd,Fast Food Restaurants,Ann Arbor,US,us/mi/annarbor/3860sstaterd/-864103396,42.230907,-83.739813,Taco Bell,48108,MI,Taco Bell
2016-03-30T04:13:18Z,2018-06-24T02:22:22Z,9640 Hageman Rd,Fast Food Restaurants,Bakersfield,US,us/ca/bakersfield/9640hagemanrd/-864103396,35.398432,-119.10936399999999,Taco Bell,93312,CA,Taco Bell
2017-07-24T21:31:16Z,2018-06-24T02:22:11Z,32940 Michigan Ave,Fast Food Restaurant,Wayne,US,us/mi/wayne/32940michiganave/-864103396,42.283657,-83.36389799999999,Taco Bell,48184,MI,Taco Bell
2017-07-18T03:04:38Z,2018-06-24T02:21:47Z,35 White St,Fast Food,Cambridge,US,us/ma/cambridge/35whitest/-1161002137,42.389162,-71.11789,McDonald's,2140,MA,McDonalds
2016-03-27T14:49:46Z,2018-06-24T02:21:42Z,340 Longwood Ave,Fast Food Restaurants,Boston,US,us/ma/boston/340longwoodave/-1161002137,42.338242,-71.106394,McDonald's,2115,MA,McDonalds
2016-04-02T05:38:58Z,2018-06-24T02:21:40Z,2306 Dix Hwy,Fast Food Restaurant and Mexican Restaurant,Lincoln Park,US,us/mi/lincolnpark/2306dixhwy/-864103396,42.25059,-83.19532199999999,Taco Bell,48146,MI,Taco Bell
2017-07-24T20:57:54Z,2018-06-24T02:21:31Z,1108 Lincoln Way East,Fast Food,Massillon,US,us/oh/massillon/1108lincolnwayeast/-864103396,40.80019,-81.511421,Taco Bell,44646,OH,Taco Bell
2017-06-30T02:09:38Z,2018-06-24T02:21:24Z,705 York Road,Fast Food,Kings Mountain,US,us/nc/kingsmountain/705yorkroad/-864103396,35.231412,-81.332652,Taco Bell,28086,NC,Taco Bell
2016-06-04T19:47:29Z,2018-06-23T09:44:12Z,1737 N University Ave,Fast Food Restaurants,Lafayette,US,us/la/lafayette/1737nuniversityave/-1161002137,30.252668,-92.037149,McDonald's,70507,LA,McDonalds
2015-10-24T00:13:30Z,2018-06-23T09:44:10Z,249 E State St,Fast Food Restaurants,Montrose,US,us/mi/montrose/249estatest/-1161002137,43.176212,-83.887437,McDonald's,48457,MI,McDonalds
2015-10-23T02:51:21Z,2018-06-23T09:43:41Z,8010 Sudley Rd,Fast Food Restaurant,Manassas,US,us/va/manassas/8010sudleyrd/-791445730,38.781659999999995,-77.51244,Wendy's,20109,VA,Wendys
2015-11-07T12:18:17Z,2018-06-22T18:39:30Z,1211 Joe Frank Harris Pkwy SE,Fast Food Restaurants,Cartersville,US,us/ga/cartersville/1211joefrankharrispkwyse/-891525969,34.203844000000004,-84.809281,Subway,30120,GA,Subway
2016-03-21T01:39:40Z,2018-06-22T18:39:26Z,192 Lovvorn Ave,Fast Food Restaurants,Bowdon,US,us/ga/bowdon/192lovvornave/-891525969,33.538661,-85.25191600000001,Subway,30108,GA,Subway
